date,open,high,low,close
2.01708302200E+11,4578,4580.88,4570,4580.85
2.01708302300E+11,4580.85,4591,4580.85,4581.98
2.01708310000E+11,4581.98,4599.98,4580.85,4599.98
2.01708310100E+11,4599.98,4629.16,4599.97,4614
2.01708310200E+11,4614,4626.61,4600,4626.61
2.01708310300E+11,4626.61,4635.21,4626.6,4630.01
2.01708310400E+11,4630.01,4637.4,4627.39,4633.78
2.01708310500E+11,4633.78,4637.96,4631.13,4637.96
2.01708310600E+11,4637.96,4638.99,4610.26,4610.28
2.01708310700E+11,4610.28,4630.28,4610.28,4625.8
2.01708310800E+11,4625.8,4634.99,4616.65,4619.01
2.01708310900E+11,4619.01,4624.69,4610,4622
2.01708311000E+11,4622,4679.37,4622,4665.22
2.01708311100E+11,4665.22,4699.99,4665.21,4699.99
2.01708311200E+11,4699.99,4711.29,4682.49,4697.66
2.01708311300E+11,4697.66,4726.94,4695.89,4726.94
2.01708311400E+11,4726.94,4729.98,4700,4703.01
2.01708311500E+11,4703.01,4711.2,4680.5,4705.33
2.01708311600E+11,4705.33,4744.02,4705.33,4737.3
2.01708311700E+11,4737.3,4738.99,4731.96,4738.01
2.01708311800E+11,4738.01,4758.98,4735.1,4758.98
2.01708311900E+11,4758.98,4769.03,4718.18,4727.1
2.01708312000E+11,4727.1,4743,4724.29,4743
2.01708312100E+11,4743,4743.99,4740.34,4740.35
2.01708312200E+11,4740.35,4743.7,4740.34,4743.7
2.01708312300E+11,4743.7,4743.96,4740.51,4743.94
2.01709010000E+11,4743.94,4765.49,4743.93,4765.49
2.01709010100E+11,4765.49,4781.96,4765.49,4773.97
2.01709010200E+11,4773.97,4773.97,4760.04,4766.47
2.01709010300E+11,4766.47,4773.5,4751.73,4756.66
2.01709010400E+11,4756.66,4756.66,4715.79,4715.8
2.01709010500E+11,4715.8,4746.34,4715.79,4720.29
2.01709010600E+11,4720.29,4732.07,4706,4732.07
2.01709010700E+11,4732.07,4742.91,4732.07,4742.91
2.01709010800E+11,4742.91,4789,4742.9,4789
2.01709010900E+11,4789,4795.25,4788.99,4793.01
2.01709011000E+11,4793.01,4800,4790.01,4800
2.01709011100E+11,4800,4822,4771.96,4822
2.01709011200E+11,4822,4867.27,4821,4857.03
2.01709011300E+11,4857.03,4874.99,4831.11,4831.11
2.01709011400E+11,4831.11,4838.05,4790,4822.49
2.01709011500E+11,4822.49,4839.95,4815,4839.88
2.01709011600E+11,4839.88,4840,4830.01,4830.34
2.01709011700E+11,4830.34,4844.99,4830.33,4844.94
2.01709011800E+11,4844.94,4845.88,4835.67,4838.5
2.01709011900E+11,4838.5,4875.98,4830,4871.83
2.01709012000E+11,4871.83,4920,4853.37,4883.69
2.01709012100E+11,4883.69,4887.59,4842,4869.99
2.01709012200E+11,4869.99,4894.31,4869.98,4894.31
2.01709012300E+11,4894.31,4948,4893.06,4947.99
2.01709020000E+11,4947.99,4962,4929.07,4931.76
2.01709020100E+11,4931.76,4974.81,4930,4967.32
2.01709020200E+11,4967.32,4980,4885.14,4915.19
2.01709020300E+11,4915.19,4935.84,4823.93,4830.57
2.01709020400E+11,4830.57,4880.51,4830.47,4850.01
2.01709020500E+11,4850.01,4850.01,4551.08,4628.11
2.01709020600E+11,4628.11,4774.99,4606.19,4768.1
2.01709020700E+11,4768.1,4824.51,4733.37,4769.9
2.01709020800E+11,4769.9,4770,4672.89,4749.64
2.01709020900E+11,4749.64,4752.68,4635,4698.92
2.01709021000E+11,4698.92,4750,4650,4749.46
2.01709021100E+11,4749.46,4764.79,4749.46,4750.65
2.01709021200E+11,4750.65,4767.4,4651.01,4700.01
2.01709021300E+11,4700.01,4723.91,4684.9,4704
2.01709021400E+11,4704,4704,4500,4600
2.01709021500E+11,4600,4651.85,4520,4588.47
2.01709021600E+11,4588.47,4673,4588.47,4624
2.01709021700E+11,4624,4690,4620,4672.61
2.01709021800E+11,4672.61,4675,4631.4,4632.28
2.01709021900E+11,4632.28,4658.82,4600,4650
2.01709022000E+11,4650,4660,4551.51,4593.57
2.01709022100E+11,4593.57,4610.91,4520,4544.95
2.01709022200E+11,4544.95,4600,4540,4551.01
2.01709022300E+11,4551.01,4654.26,4550,4649.99
2.01709030000E+11,4649.99,4699.99,4642.39,4699.99
2.01709030100E+11,4699.99,4749.99,4692.23,4732.14
2.01709030200E+11,4732.14,4735,4670.82,4671.12
2.01709030300E+11,4671.12,4686.87,4650,4667.68
2.01709030400E+11,4667.68,4728.48,4663.99,4718.94
2.01709030500E+11,4718.94,4737.3,4703.08,4737.01
2.01709030600E+11,4737.01,4742.87,4650.07,4669.98
2.01709030700E+11,4669.98,4690,4651.12,4669.68
2.01709030800E+11,4669.68,4713.94,4655.02,4706.09
2.01709030900E+11,4706.09,4706.61,4609.78,4631.46
2.01709031000E+11,4631.46,4645.25,4625,4635.29
2.01709031100E+11,4635.29,4657.73,4604.02,4646.43
2.01709031200E+11,4646.43,4670.21,4611,4669.99
2.01709031300E+11,4669.99,4676.29,4524.25,4524.25
2.01709031400E+11,4524.25,4586.22,4524,4573.51
2.01709031500E+11,4573.51,4612.37,4538.32,4606.76
2.01709031600E+11,4606.76,4634.99,4606.76,4620.52
2.01709031700E+11,4620.52,4650.09,4618.46,4623.49
2.01709031800E+11,4623.49,4623.49,4560,4561.48
2.01709031900E+11,4561.48,4620,4555.01,4596
2.01709032000E+11,4596,4596,4580.97,4581.55
2.01709032100E+11,4581.55,4609.99,4560,4609.99
2.01709032200E+11,4609.99,4615,4600,4603.79
2.01709032300E+11,4603.79,4650,4603.78,4626.05
2.01709040000E+11,4626.05,4628.05,4585.24,4587.96
2.01709040100E+11,4587.96,4597.28,4565,4579.92
2.01709040200E+11,4579.92,4589,4571.5,4586.53
2.01709040300E+11,4586.53,4586.53,4566.8,4586.44
2.01709040400E+11,4586.44,4589,4567.02,4578.28
2.01709040500E+11,4578.28,4588.98,4563.24,4577.4
2.01709040600E+11,4577.4,4577.4,4559.14,4567.03
2.01709040700E+11,4567.03,4579.83,4471.51,4471.53
2.01709040800E+11,4471.53,4480,4370.05,4425.1
2.01709040900E+11,4425.1,4501.21,4373.83,4456.49
2.01709041000E+11,4456.49,4535.79,4455.97,4499
2.01709041100E+11,4499,4499.58,4372.3,4419.67
2.01709041200E+11,4419.67,4503.46,4357,4483.69
2.01709041300E+11,4483.69,4541.1,4410.11,4499.99
2.01709041400E+11,4499.99,4499.99,4300,4300.02
2.01709041500E+11,4300.02,4372.24,4250,4351.57
2.01709041600E+11,4351.57,4401.88,4298,4355.51
2.01709041700E+11,4355.51,4361.14,4234.17,4247.67
2.01709041800E+11,4247.67,4408,4234.16,4388.73
2.01709041900E+11,4388.73,4555,4385.13,4510
2.01709042000E+11,4510,4547.93,4430,4520.01
2.01709042100E+11,4520.01,4581.84,4462.34,4520.39
2.01709042200E+11,4520.39,4571.97,4499.99,4505.95
2.01709042300E+11,4505.95,4511.99,4466.22,4498.25
2.01709050000E+11,4498.25,4498.46,4378.4,4409.16
2.01709050100E+11,4409.16,4448,4242.38,4245.27
2.01709050200E+11,4245.27,4379.99,4242.38,4345
2.01709050300E+11,4345,4352,4280,4293.99
2.01709050400E+11,4293.99,4346.99,4248,4345
2.01709050500E+11,4345,4346.91,4258.74,4282.79
2.01709050600E+11,4282.79,4348.01,4250.04,4346.64
2.01709050700E+11,4346.64,4430,4333.99,4429.98
2.01709050800E+11,4429.98,4448.54,4370,4380.99
2.01709050900E+11,4380.99,4405.5,4328.19,4360.99
2.01709051000E+11,4360.99,4399.98,4352.54,4399.97
2.01709051100E+11,4399.97,4450,4378.87,4445.42
2.01709051200E+11,4445.42,4474,4406,4424.55
2.01709051300E+11,4424.55,4458.97,4388.47,4439.98
2.01709051400E+11,4439.98,4439.98,4372.33,4405.28
2.01709051500E+11,4405.28,4408.61,4340.01,4363.94
2.01709051600E+11,4363.94,4398.01,4302.06,4390
2.01709051700E+11,4390,4439,4371.93,4407.5
2.01709051800E+11,4407.5,4439.99,4387.21,4434
2.01709051900E+11,4434,4503.2,4433.25,4469.99
2.01709052000E+11,4469.99,4490,4445,4457.07
2.01709052100E+11,4457.07,4457.21,4420,4435.85
2.01709052200E+11,4435.85,4488.87,4435.84,4488.76
2.01709052300E+11,4488.76,4514.95,4432.12,4432.51
2.01709060000E+11,4432.51,4488.48,4432.51,4479.04
2.01709060100E+11,4479.04,4525.76,4477.7,4525.51
2.01709060200E+11,4525.51,4530,4490.01,4491.09
2.01709060300E+11,4491.09,4529.48,4489.53,4513.23
2.01709060400E+11,4513.23,4521.84,4431,4449.59
2.01709060500E+11,4449.59,4494.9,4438.8,4490.24
2.01709060600E+11,4490.24,4520,4465,4520
2.01709060700E+11,4520,4593.31,4510.05,4593
2.01709060800E+11,4593,4658,4575.68,4657.52
2.01709060900E+11,4657.52,4692,4627.2,4659.01
2.01709061000E+11,4659.01,4678.99,4632,4660.99
2.01709061100E+11,4660.99,4680,4636.8,4679.98
2.01709061200E+11,4679.98,4686.27,4620.52,4679.98
2.01709061300E+11,4679.98,4679.99,4595.17,4599.96
2.01709061400E+11,4599.96,4599.96,4598,4599.39
2.01709061500E+11,4599.39,4674.9,4598,4673.51
2.01709061600E+11,4673.51,4673.98,4620.6,4620.61
2.01709061700E+11,4620.61,4656,4603.77,4655.97
2.01709061800E+11,4655.97,4656,4613.71,4619.63
2.01709061900E+11,4619.63,4642.71,4590.08,4621.29
2.01709062000E+11,4621.29,4621.29,4545.01,4569.25
2.01709062100E+11,4569.25,4594.03,4543.65,4594.01
2.01709062200E+11,4594.01,4620,4561.35,4615.9
2.01709062300E+11,4615.9,4629.99,4578.96,4616.18
2.01709070000E+11,4616.18,4616.18,4560,4560
2.01709070100E+11,4560,4577.96,4502.7,4511.9
2.01709070200E+11,4511.9,4539.89,4502.13,4536.88
2.01709070300E+11,4536.88,4559.31,4505,4527.47
2.01709070400E+11,4527.47,4553,4517.77,4552.95
2.01709070500E+11,4552.95,4574.99,4552.66,4565.46
2.01709070600E+11,4565.46,4565.46,4525.31,4529.06
2.01709070700E+11,4529.06,4529.06,4475.01,4489.99
2.01709070800E+11,4489.99,4548,4487.09,4547.99
2.01709070900E+11,4547.99,4596.2,4539.12,4595
2.01709071000E+11,4595,4600,4580.63,4600
2.01709071100E+11,4600,4628,4591.51,4624.1
2.01709071200E+11,4624.1,4650,4599,4650
2.01709071300E+11,4650,4660,4641.18,4660
2.01709071400E+11,4660,4660,4640,4640.01
2.01709071500E+11,4640.01,4653,4633.02,4652.69
2.01709071600E+11,4652.69,4665.44,4630,4630
2.01709071700E+11,4630,4630.01,4610.01,4624.9
2.01709071800E+11,4624.9,4625,4601,4610
2.01709071900E+11,4610,4624.92,4610,4617.01
2.01709072000E+11,4617.01,4617.01,4575.47,4575.48
2.01709072100E+11,4575.48,4614.11,4573.93,4612.03
2.01709072200E+11,4612.03,4636.32,4612.02,4625.94
2.01709072300E+11,4625.94,4636.96,4624.17,4624.18
2.01709080000E+11,4624.18,4624.18,4601,4609.61
2.01709080100E+11,4609.61,4609.99,4590.03,4600
2.01709080200E+11,4600,4620.7,4600,4612.99
2.01709080300E+11,4612.99,4620,4611,4620
2.01709080400E+11,4620,4625,4584.97,4584.97
2.01709080500E+11,4584.97,4612,4584.97,4612
2.01709080600E+11,4612,4639.19,4611.7,4639.19
2.01709080700E+11,4639.19,4645,4627.61,4645
2.01709080800E+11,4645,4679.99,4644.99,4679.99
2.01709080900E+11,4679.99,4679.99,4645,4659.85
2.01709081000E+11,4659.85,4659.94,4630,4634.27
2.01709081100E+11,4634.27,4643.06,4634.26,4637.89
2.01709081200E+11,4637.89,4646.52,4637.88,4640.42
2.01709081300E+11,4640.42,4640.42,4385,4465.48
2.01709081400E+11,4465.48,4470.93,4260,4383
2.01709081500E+11,4383,4451.72,4326.13,4435.06
2.01709081600E+11,4435.06,4479.14,4410.56,4416.15
2.01709081700E+11,4416.15,4425.55,4301.03,4337.61
2.01709081800E+11,4337.61,4388.9,4323.51,4343.1
2.01709081900E+11,4343.1,4348.98,4201.97,4201.97
2.01709082000E+11,4201.97,4267,4140,4249.99
2.01709082100E+11,4249.99,4250,4151,4208.11
2.01709082200E+11,4208.11,4360,4205,4345.68
2.01709082300E+11,4345.68,4398.86,4325.06,4350
2.01709090000E+11,4350,4370,4294.7,4355.99
2.01709090100E+11,4355.99,4400,4250,4290.59
2.01709090200E+11,4290.59,4338.1,4253.71,4338.1
2.01709090300E+11,4338.1,4372.99,4336,4353.31
2.01709090400E+11,4353.31,4372.98,4299.45,4372.98
2.01709090500E+11,4372.98,4437.13,4372.48,4437.13
2.01709090600E+11,4437.13,4437.13,4420.96,4431.47
2.01709090700E+11,4431.47,4449.95,4377,4399
2.01709090800E+11,4399,4414.58,4364.01,4371.98
2.01709090900E+11,4371.98,4418.98,4367.63,4415.48
2.01709091000E+11,4415.48,4419,4390,4390.1
2.01709091100E+11,4390.1,4395.01,4362.9,4377.01
2.01709091200E+11,4377.01,4389.75,4357.6,4358.95
2.01709091300E+11,4358.95,4360.99,4295.47,4306.47
2.01709091400E+11,4306.47,4315.19,4270.62,4300.11
2.01709091500E+11,4300.11,4309.99,4273.3,4294.5
2.01709091600E+11,4294.5,4309.99,4292.18,4298.41
2.01709091700E+11,4298.41,4298.42,4241,4273.57
2.01709091800E+11,4273.57,4273.57,4200.2,4205.03
2.01709091900E+11,4205.03,4309.98,4180,4291.04
2.01709092000E+11,4291.04,4301.01,4280.06,4285.93
2.01709092100E+11,4285.93,4295.5,4273.88,4279.89
2.01709092200E+11,4279.89,4340.06,4278.04,4335
2.01709092300E+11,4335,4350,4316,4334.36
2.01709100000E+11,4334.36,4334.36,4300.47,4309.72
2.01709100100E+11,4309.72,4314.98,4285,4309.97
2.01709100200E+11,4309.97,4309.97,4238.14,4249.43
2.01709100300E+11,4249.43,4274.98,4235.19,4247.01
2.01709100400E+11,4247.01,4281.15,4247,4256.38
2.01709100500E+11,4256.38,4258.01,4210,4213.64
2.01709100600E+11,4213.64,4214.09,4150,4151
2.01709100700E+11,4151,4235,4150,4218.89
2.01709100800E+11,4218.89,4266.88,4205.5,4240.21
2.01709100900E+11,4240.21,4240.21,4198.25,4198.43
2.01709101000E+11,4198.43,4200.01,4150.12,4192.07
2.01709101100E+11,4192.07,4260,4156.11,4259.9
2.01709101200E+11,4259.9,4259.99,4215.15,4238.76
2.01709101300E+11,4238.76,4249,4160,4180
2.01709101400E+11,4180,4197,4139,4196.99
2.01709101500E+11,4196.99,4197.77,4180.04,4186.55
2.01709101600E+11,4186.55,4278.12,4177.64,4275.64
2.01709101700E+11,4275.64,4349.99,4273,4337.14
2.01709101800E+11,4337.14,4338.07,4301.26,4330.16
2.01709101900E+11,4330.16,4338.05,4315,4329.45
2.01709102000E+11,4329.45,4329.45,4289.43,4289.43
2.01709102100E+11,4289.43,4289.43,4253.64,4257.25
2.01709102200E+11,4257.25,4301.45,4255.91,4285.01
2.01709102300E+11,4285.01,4289,4240,4251.36
2.01709110000E+11,4251.36,4271.47,4220,4233.56
2.01709110100E+11,4233.56,4320.99,4231.55,4317.01
2.01709110200E+11,4317.01,4325,4301.32,4303.47
2.01709110300E+11,4303.47,4365,4303.46,4347.57
2.01709110400E+11,4347.57,4347.58,4156,4200
2.01709110500E+11,4200,4221,4111.14,4160.02
2.01709110600E+11,4160.02,4222,4133.34,4172.7
2.01709110700E+11,4172.7,4213.52,4158.87,4182.63
2.01709110800E+11,4182.63,4182.69,4132.13,4167.03
2.01709110900E+11,4167.03,4212,4167.03,4183.26
2.01709111000E+11,4183.26,4206.08,4171.71,4193.99
2.01709111100E+11,4193.99,4204.96,4160.02,4190.67
2.01709111200E+11,4190.67,4202,4185,4202
2.01709111300E+11,4202,4298,4179.52,4259.33
2.01709111400E+11,4259.33,4271.04,4236.45,4247.77
2.01709111500E+11,4247.77,4250,4220,4235.59
2.01709111600E+11,4235.59,4261.61,4235.58,4261.61
2.01709111700E+11,4261.61,4272.39,4218.13,4219
2.01709111800E+11,4219,4229,4205,4226.78
2.01709111900E+11,4226.78,4227.61,4175.01,4199.14
2.01709112000E+11,4199.14,4200,4175,4192.46
2.01709112100E+11,4192.46,4204.93,4190.38,4198.73
2.01709112200E+11,4198.73,4227.99,4198.73,4218.5
2.01709112300E+11,4218.5,4224.32,4203.04,4210.72
2.01709120000E+11,4210.72,4239.98,4210.71,4239.58
2.01709120100E+11,4239.58,4243.95,4230,4230.88
2.01709120200E+11,4230.88,4249.99,4220,4249.99
2.01709120300E+11,4249.99,4285.04,4247.37,4284.94
2.01709120400E+11,4284.94,4298.88,4256,4286.05
2.01709120500E+11,4286.05,4300,4280.16,4292.21
2.01709120600E+11,4292.21,4358.97,4292.2,4357.45
2.01709120700E+11,4357.45,4375,4322.55,4358.56
2.01709120800E+11,4358.56,4360.68,4258.36,4306.36
2.01709120900E+11,4306.36,4330,4295,4324
2.01709121000E+11,4324,4375.37,4289.79,4353.74
2.01709121100E+11,4353.74,4365.89,4335.81,4342.83
2.01709121200E+11,4342.83,4350,4316.8,4320.01
2.01709121300E+11,4320.01,4320.01,4260,4266.81
2.01709121400E+11,4266.81,4290.43,4261.89,4279.26
2.01709121500E+11,4279.26,4293.33,4250,4250
2.01709121600E+11,4250,4263.85,4241,4263.73
2.01709121700E+11,4263.73,4264.99,4191.11,4191.11
2.01709121800E+11,4191.11,4191.11,4080,4109
2.01709121900E+11,4109,4174,4097.72,4167.01
2.01709122000E+11,4167.01,4179.95,4125,4179.95
2.01709122100E+11,4179.95,4207.89,4150,4201.97
2.01709122200E+11,4201.97,4202,4164.92,4182.91
2.01709122300E+11,4182.91,4182.91,4129.13,4164.52
2.01709130000E+11,4164.52,4174.53,4100.02,4145
2.01709130100E+11,4145,4151.22,4105,4108.13
2.01709130200E+11,4108.13,4110.98,4016.38,4024.02
2.01709130300E+11,4024.02,4059.14,3950.01,3953.52
2.01709130400E+11,3953.52,4015.29,3904,4010.15
2.01709130500E+11,4010.15,4020.99,3960.05,3982.42
2.01709130600E+11,3982.42,4043.97,3981.99,4025.01
2.01709130700E+11,4025.01,4033.92,3929.69,3955.01
2.01709130800E+11,3955.01,3995.64,3921,3950.01
2.01709130900E+11,3950.01,3987.14,3929,3929.01
2.01709131000E+11,3929.01,3940,3850,3853
2.01709131100E+11,3853,3859.74,3801.28,3821.35
2.01709131200E+11,3821.35,3888.05,3776.37,3879.62
2.01709131300E+11,3879.62,3920,3822.95,3833.19
2.01709131400E+11,3833.19,3841.14,3726,3760
2.01709131500E+11,3760,3874.9,3760,3819.99
2.01709131600E+11,3819.99,3945,3807.62,3945
2.01709131700E+11,3945,3959.99,3885.21,3909.07
2.01709131800E+11,3909.07,3928.04,3851.37,3891.01
2.01709131900E+11,3891.01,3891.73,3838.58,3840
2.01709132000E+11,3840,3898.99,3838.58,3894
2.01709132100E+11,3894,3898.98,3870.12,3875.99
2.01709132200E+11,3875.99,3949.99,3875.98,3923.67
2.01709132300E+11,3923.67,3929.29,3850.06,3855.32
2.01709140000E+11,3855.32,3923,3855.32,3914.7
2.01709140100E+11,3914.7,3914.99,3888.09,3914.57
2.01709140200E+11,3914.57,3914.73,3860.8,3877.74
2.01709140300E+11,3877.74,3877.74,3800,3800.01
2.01709140400E+11,3800.01,3825,3761.32,3808.96
2.01709140500E+11,3808.96,3849.99,3808,3808
2.01709140600E+11,3808,3832.32,3806.47,3832.32
2.01709140700E+11,3832.32,3896.84,3832.32,3870.24
2.01709140800E+11,3870.24,3895,3830.51,3835.01
2.01709140900E+11,3835.01,3835.01,3780,3780
2.01709141000E+11,3780,3804.37,3700.01,3734.26
2.01709141100E+11,3734.26,3748.21,3600.73,3613.08
2.01709141200E+11,3613.08,3669.97,3499,3499
2.01709141300E+11,3499,3588.15,3425.52,3550
2.01709141400E+11,3550,3620.49,3474.01,3585.29
2.01709141500E+11,3585.29,3590.7,3459.98,3520
2.01709141600E+11,3520,3525,3437,3447.12
2.01709141700E+11,3447.12,3455.5,3304.05,3315
2.01709141800E+11,3315,3449.68,3240,3410.57
2.01709141900E+11,3410.57,3490,3335.7,3361.91
2.01709142000E+11,3361.91,3450,3335.99,3399.38
2.01709142100E+11,3399.38,3402,3301,3307.96
2.01709142200E+11,3307.96,3365.91,3280,3313.57
2.01709142300E+11,3313.57,3322.01,3230.05,3250.4
2.01709150000E+11,3250.4,3375,3237.39,3348.52
2.01709150100E+11,3348.52,3431,3346.68,3409.98
2.01709150200E+11,3409.98,3464.99,3375.54,3386.13
2.01709150300E+11,3386.13,3404.44,3355,3367.78
2.01709150400E+11,3367.78,3374.01,3275,3317.3
2.01709150500E+11,3317.3,3334.08,3250,3334.08
2.01709150600E+11,3334.08,3350,3130,3130
2.01709150700E+11,3130,3169,3060,3123.14
2.01709150800E+11,3123.14,3213.75,3065.01,3144.13
2.01709150900E+11,3144.13,3179.71,3045,3049.87
2.01709151000E+11,3049.87,3118.62,3022.3,3025
2.01709151100E+11,3025,3075,2975.01,3027
2.01709151200E+11,3027,3415,3007.29,3375.04
2.01709151300E+11,3375.04,3407.44,3200,3399
2.01709151400E+11,3399,3739.77,3399,3696.93
2.01709151500E+11,3696.93,3889.16,3585.08,3850.01
2.01709151600E+11,3850.01,3894.48,3560.53,3667.12
2.01709151700E+11,3667.12,3679.17,3472,3595.22
2.01709151800E+11,3595.22,3695.79,3570.38,3603.76
2.01709151900E+11,3603.76,3799,3603.76,3679.55
2.01709152000E+11,3679.55,3738.47,3660,3725
2.01709152100E+11,3725,3839.46,3720.59,3813.35
2.01709152200E+11,3813.35,3824,3700,3780.48
2.01709152300E+11,3780.48,3782.88,3670,3740.02
2.01709160000E+11,3740.02,3796.33,3707.83,3750.01
2.01709160100E+11,3750.01,3796.99,3750,3793.38
2.01709160200E+11,3793.38,3840,3766.1,3783.2
2.01709160300E+11,3783.2,3823.44,3774.18,3823.01
2.01709160400E+11,3823.01,3843.26,3816,3843.01
2.01709160500E+11,3843.01,3964.64,3841.95,3905.84
2.01709160600E+11,3905.84,3924.79,3813.04,3866.84
2.01709160700E+11,3866.84,3945,3854.51,3932.04
2.01709160800E+11,3932.04,3988.8,3907.06,3976.59
2.01709160900E+11,3976.59,4042.98,3853.58,3902.29
2.01709161000E+11,3902.29,3914.33,3675,3690.49
2.01709161100E+11,3690.49,3868.24,3690.22,3814.3
2.01709161200E+11,3814.3,3814.3,3700,3726.55
2.01709161300E+11,3726.55,3796.98,3670.05,3759.74
2.01709161400E+11,3759.74,3775.15,3702.22,3718
2.01709161500E+11,3718,3759.68,3601,3620.98
2.01709161600E+11,3620.98,3679.93,3600,3654.46
2.01709161700E+11,3654.46,3679.97,3629.26,3678.35
2.01709161800E+11,3678.35,3753.99,3675.46,3748.36
2.01709161900E+11,3748.36,3750,3665,3723.55
2.01709162000E+11,3723.55,3738.02,3694.52,3708.51
2.01709162100E+11,3708.51,3727.99,3659.89,3727.99
2.01709162200E+11,3727.99,3757,3718,3737.78
2.01709162300E+11,3737.78,3750,3705.76,3726.51
2.01709170000E+11,3726.51,3726.51,3673,3674
2.01709170100E+11,3674,3674.01,3621.21,3642.1
2.01709170200E+11,3642.1,3680,3621.21,3664.11
2.01709170300E+11,3664.11,3664.11,3626.77,3639.93
2.01709170400E+11,3639.93,3639.93,3571.05,3614.44
2.01709170500E+11,3614.44,3626.93,3581.97,3589.01
2.01709170600E+11,3589.01,3599.65,3551,3555.22
2.01709170700E+11,3555.22,3584.8,3530,3530
2.01709170800E+11,3530,3535.31,3475.64,3535.31
2.01709170900E+11,3535.31,3629.03,3525.94,3601.88
2.01709171000E+11,3601.88,3660.93,3581.27,3598.35
2.01709171100E+11,3598.35,3618.95,3562.85,3581.12
2.01709171200E+11,3581.12,3619.81,3574.39,3612
2.01709171300E+11,3612,3696,3606.22,3690.81
2.01709171400E+11,3690.81,3713.99,3644.86,3685
2.01709171500E+11,3685,3720,3678,3716.48
2.01709171600E+11,3716.48,3774.65,3716.05,3767.41
2.01709171700E+11,3767.41,3836.34,3759,3820.81
2.01709171800E+11,3820.81,3841,3760,3790.02
2.01709171900E+11,3790.02,3807.85,3769.79,3787.02
2.01709172000E+11,3787.02,3807.82,3757.1,3761
2.01709172100E+11,3761,3770.06,3719.85,3749.38
2.01709172200E+11,3749.38,3788.23,3741,3758.98
2.01709172300E+11,3758.98,3759,3713.02,3719.97
2.01709180000E+11,3719.97,3769.99,3717.56,3766.28
2.01709180100E+11,3766.28,3805.19,3750,3775.01
2.01709180200E+11,3775.01,3828,3775.01,3827.26
2.01709180300E+11,3827.26,3827.26,3775.77,3791.98
2.01709180400E+11,3791.98,3801.01,3774.41,3790.01
2.01709180500E+11,3790.01,3888.88,3790.01,3884.88
2.01709180600E+11,3884.88,3931.93,3859.74,3928.47
2.01709180700E+11,3928.47,3984.71,3903.58,3955
2.01709180800E+11,3955,3980.14,3930,3965.85
2.01709180900E+11,3965.85,3990,3924.9,3928.72
2.01709181000E+11,3928.72,3969.95,3882,3967.68
2.01709181100E+11,3967.68,3988,3950,3960
2.01709181200E+11,3960,4096.9,3956.4,4059.86
2.01709181300E+11,4059.86,4130,4051.15,4110.01
2.01709181400E+11,4110.01,4113,4004,4018
2.01709181500E+11,4018,4066.64,3986,4032.12
2.01709181600E+11,4032.12,4034.99,3986.24,4016.03
2.01709181700E+11,4016.03,4016.03,3948.17,4000
2.01709181800E+11,4000,4039.99,4000,4031.02
2.01709181900E+11,4031.02,4032.06,3985.32,4020
2.01709182000E+11,4020,4021.76,3995,4007.05
2.01709182100E+11,4007.05,4092.68,4007.04,4080
2.01709182200E+11,4080,4124,4057.52,4071.21
2.01709182300E+11,4071.21,4100,4060.01,4100
2.01709190000E+11,4100,4125.22,4001.21,4012.96
2.01709190100E+11,4012.96,4043.52,3918.59,3969.44
2.01709190200E+11,3969.44,4005.7,3938.33,3999.98
2.01709190300E+11,3999.98,4015,3950.52,3990.41
2.01709190400E+11,3990.41,3997.99,3896,3908.02
2.01709190500E+11,3908.02,3927.55,3850.44,3902.45
2.01709190600E+11,3902.45,3979.98,3889.86,3965.21
2.01709190700E+11,3965.21,3965.21,3885.64,3913.57
2.01709190800E+11,3913.57,3988,3913.56,3958.29
2.01709190900E+11,3958.29,3978.99,3937.07,3963
2.01709191000E+11,3963,4023.9,3963,4023.04
2.01709191100E+11,4023.04,4024.99,3980.02,3999.94
2.01709191200E+11,3999.94,4037.59,3997.08,4017.36
2.01709191300E+11,4017.36,4019.64,3957.73,3960.09
2.01709191400E+11,3960.09,3996.79,3951.8,3978.95
2.01709191500E+11,3978.95,4022.96,3960.45,4020.01
2.01709191600E+11,4020.01,4020.01,3998.74,4005.01
2.01709191700E+11,4005.01,4049,4000.12,4000.12
2.01709191800E+11,4000.12,4019.99,3981.9,3991.69
2.01709191900E+11,3991.69,3991.69,3900,3910.01
2.01709192000E+11,3910.01,3929.99,3874.29,3904.96
2.01709192100E+11,3904.96,3943.63,3892.2,3908.91
2.01709192200E+11,3908.91,3931.87,3891.31,3923.07
2.01709192300E+11,3923.07,3941.23,3910.1,3910.11
2.01709200000E+11,3910.11,3919.67,3898.66,3909.88
2.01709200100E+11,3909.88,3918.59,3893.54,3893.54
2.01709200200E+11,3893.54,3935.4,3890,3900.01
2.01709200300E+11,3900.01,3905.03,3885,3889.51
2.01709200400E+11,3889.51,3889.51,3850.1,3860.48
2.01709200500E+11,3860.48,3914.59,3850.01,3900.84
2.01709200600E+11,3900.84,3959,3875.99,3955.24
2.01709200700E+11,3955.24,3965.35,3935.6,3949.96
2.01709200800E+11,3949.96,3949.96,3927,3936.52
2.01709200900E+11,3936.52,3950.87,3923.51,3923.51
2.01709201000E+11,3923.51,3930,3900.85,3930
2.01709201100E+11,3930,3930,3900.85,3920.88
